County,CountyDrinking,Population,Excessive,BirthDefectCases,Lower CI (%) (with nulls),BDPrevalence,Upper CI (%) (with nulls),Data Suppression (with nulls) (infants),Texas big cities,Texas small cities,Birth Defect,Color nulls supressed data (CI dash),Color nulls supressed data (infants),,,,,,Drinking Error Margin,DrinkingZ,Geometry (generated),Latitude (generated),Longitude (generated),GDPcap,FIPS,FIPS State,OverdoseRate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit,Urban/Rural Category,Census Division,Area,PopDensity,Age,BelowPoverty,SmokingRate,Chlamydia,TeenBirth,AirPollution,PhysEnvi,HousingProblem,Obesity,Diabetes,HigherBD,AfricanA,White
Hutchinson,0.19,"20,617",3917.23,155,4.71%,0.0559,6.47%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.71,"POLYGON((-101.6228 35.6241,-101.6235 36.0554,-101.0857 36.0553,-101.0861 35.6253,-101.6228 35.6241))",35.8101,-101.3545,55707.00,48233,48,18.57752,2.33161,14.56696,23.69412,Micropolitan,7,887,22,39.2,19.2,16,395.7,53,7.1,36.00,11,31,11,0.06470,2.5,70.2
Irion,0.19,"1,513",287.47,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,18-20%,NA,"POLYGON((-100.9622 31.0825,-101.2748 31.0794,-101.2679 31.5287,-100.6931 31.524,-100.6888 31.0866,-100.9622 31.0825))",31.3054,-100.9812,55714.00,48235,48,13.41002,4.1786,7.56312,23.78548,Noncore,7,"1,052",2,42.2,14.6,13,,,7.3,,13,29,11,,1.1,70.4
Jack,0.20,"8,472",1694.4,55,4.57%,0.0607,7.90%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.02,"POLYGON((-98.0561 33.0033,-98.4266 33.0079,-98.4207 33.3962,-98.4214 33.4668,-97.9789 33.4671,-97.979 33.4337,-97.9182 33.4339,-97.9216 33.0013,-98.0561 33.0033))",33.2355,-98.1705,55902.00,48237,48,16.62709,2.93819,11.84941,23.33222,Noncore,7,911,10,38.8,26,17,428.0,39,8.6,78.00,10,29,10,0.07900,3.9,77.0
Jackson,0.18,"14,988",2697.84,112,4.38%,0.0538,6.37%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.31,"POLYGON((-96.6596 28.7226,-96.6699 28.7603,-96.6993 28.7786,-96.7115 28.8514,-96.7402 28.8939,-96.7921 28.9188,-96.8321 29.0213,-96.9386 29.0632,-96.6585 29.2639,-96.6403 29.2478,-96.3092 28.9633,-96.3235 28.6756,-96.386 28.6748,-96.3863 28.6748,-96.3904 28.6747,-96.4284 28.7071,-96.5736 28.7055,-96.6596 28.7226))",28.9696,-96.562,55946.00,48239,48,11.24533,2.02689,7.9626,15.88292,Noncore,7,829,18,39.2,23.2,14,310.5,40,9.5,166.00,14,31,11,0.06370,5.9,58.2
Jasper,0.19,"32,980",6266.2,165,3.39%,0.04,4.60%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.36,"POLYGON((-94.0717 30.526,-94.0948 30.5755,-94.0566 30.6553,-94.0894 30.687,-94.1258 30.6841,-94.1287 30.7446,-94.1501 30.7902,-94.1801 30.7956,-94.193 30.8639,-94.2152 30.9004,-94.2004 30.9293,-94.2449 30.9682,-94.2331 30.9906,-94.2932 31.0428,-94.3252 31.0203,-94.3442 31.0397,-94.4137 31.0265,-94.4505 31.0031,-94.4578 31.0335,-94.1296 31.0993,-94.0483 31.1156,-94.039 31.1343,-93.9111 31.1581,-93.8657 30.9472,-93.8752 30.6721,-93.9015 30.2427,-94.1176 30.2417,-94.0966 30.259,-94.1205 30.2834,-94.0845 30.35,-94.1167 30.3975,-94.116 30.4341,-94.0717 30.526))",30.7013,-93.9986,56246.00,48241,48,18.42489,1.83752,15.1748,22.3722,Noncore,7,939,35,41.9,33.2,17,366.1,50,9.5,157.00,12,32,13,0.04600,16.0,74.8
Jeff Davis,0.14,"1,996",279.44,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,14-15%,-1.86,"POLYGON((-104.98 30.6291,-104.9172 30.6636,-104.3004 31.0001,-104.1024 31.1052,-103.5851 30.7665,-103.44 30.6659,-103.8007 30.4125,-103.9011 30.4122,-104.98 30.6291))",30.761,-104.158,56301.00,48243,48,11.17661,3.16678,6.60213,18.91661,Noncore,7,"2,265",1,62.9,36.5,15,,34,5.6,1.00,9,27,13,,0.6,61.7
Jefferson,0.17,"256,526",43609.42,"1,736",4.79%,0.0503,5.27%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.57,"POLYGON((-94.4422 29.8895,-94.4451 30.1128,-94.3992 30.0974,-94.2926 30.1177,-94.2771 30.1681,-94.2349 30.1659,-94.2096 30.1877,-94.1158 30.1609,-94.0744 30.1121,-94.0935 30.0837,-94.0316 30.0607,-94.032 30.028,-93.9575 30.0118,-93.9311 29.9911,-93.8717 29.981,-93.8692 29.938,-93.9506 29.8493,-93.9466 29.7801,-93.8377 29.679,-94.0143 29.6798,-94.3543 29.561,-94.358 29.8875,-94.4422 29.8895))",29.8764,-94.1418,56320.00,48245,48,19.40586,0.73983,18.00995,20.91043,Medium Metro,7,877,287,37.2,29.2,17,578.4,44,10.0,233.00,17,34,13,0.05270,33.3,40.4
Jim Hogg,0.15,"4,838",725.7,46,4.34%,0.0593,7.91%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-15%,-1.72,"POLYGON((-98.9542 26.7857,-98.9546 27.2694,-98.7981 27.268,-98.7983 27.354,-98.625 27.3577,-98.5223 27.3433,-98.5237 27.2651,-98.4929 27.235,-98.4929 27.1421,-98.4673 27.142,-98.4665 27.0547,-98.4179 27.0553,-98.4226 26.7835,-98.9542 26.7857))",27.0717,-98.7105,56377.00,48247,48,8.27946,2.22575,5.01291,13.6749,Noncore,7,"1,136",4,35.4,53,16,442.3,75,8.1,84.00,11,29,10,0.07910,0.6,5.6
Jim Wells,0.16,"38,891",6222.56,383,5.90%,0.0655,7.21%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-0.92,"POLYGON((-98.2325 27.2625,-98.2355 28.058,-97.8831 28.0569,-97.868 28.0412,-97.8014 28.0383,-97.7985 27.9956,-97.9343 27.8852,-97.9336 27.777,-97.9421 27.6359,-98.0598 27.6359,-98.0581 27.261,-98.2325 27.2625))",27.659,-98.0873,56424.00,48249,48,11.44289,1.3131,9.15768,14.29922,Micropolitan,7,865,45,36.1,35.6,15,198.2,62,9.1,218.00,17,30,10,0.07210,0.5,17.8
Johnson,0.20,"179,927",35985.4,"1,446",6.52%,0.0687,7.23%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.96,"POLYGON((-97.6153 32.3186,-97.6171 32.5555,-97.5506 32.5554,-97.0868 32.5494,-97.0862 32.2655,-97.476 32.1817,-97.4761 32.1735,-97.5116 32.1618,-97.5161 32.1336,-97.5688 32.1505,-97.5685 32.1765,-97.6151 32.2036,-97.6153 32.3186))",32.3415,-97.3509,56478.00,48251,48,12.32823,0.72424,10.9905,13.82924,Large Fringe Metro,7,725,300,36.6,18.5,16,296.9,38,10.5,159.00,13,30,9,0.07230,3.2,72.2
Jones,0.21,"19,663",4129.23,93,4.59%,0.0569,6.97%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-21%,1.46,"POLYGON((-99.6296 32.5146,-99.6296 32.5207,-100.1465 32.5228,-100.1442 32.96,-99.9888 32.9601,-99.612 32.957,-99.612 32.5147,-99.6296 32.5146))",32.7392,-99.8789,56833.00,48253,48,9.39924,1.59085,6.79092,13.0098,Micropolitan,7,929,22,38.4,24.7,17,85.1,53,8.1,74.00,10,30,10,0.06970,12.0,58.3
Karnes,0.19,"14,710",2794.9,108,5.12%,0.0632,7.51%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.37,"POLYGON((-98.0983 28.7869,-98.191 28.8823,-97.7284 29.2217,-97.6131 29.1098,-97.7551 29.0071,-97.5746 28.8133,-97.7787 28.668,-97.8253 28.6703,-97.9188 28.7189,-98.0053 28.6902,-98.0983 28.7869))",28.9476,-97.9006,56987.00,48255,48,8.00355,1.55958,5.51802,11.60872,Noncore,7,748,20,35.8,29.8,17,146.9,48,9.4,175.00,16,30,9,0.07510,8.6,36.4
Kaufman,0.20,"145,310",29062,"1,237",6.77%,0.0717,7.57%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.21,"POLYGON((-96.53 32.5453,-96.5231 32.5452,-96.519 32.8136,-96.2974 32.8142,-96.2973 32.8417,-96.0768 32.8385,-96.0759 32.3575,-96.4521 32.3586,-96.4345 32.4114,-96.4769 32.4342,-96.5102 32.4819,-96.5038 32.5269,-96.53 32.5453))",32.5982,-96.2991,57095.00,48257,48,13.86793,0.89552,12.22387,15.73369,Large Fringe Metro,7,781,271,33.7,18.7,16,333.9,33,10.6,236.00,15,31,10,0.07570,11.1,64.1
Kendall,0.20,"44,279",8855.8,225,5.21%,0.06,6.78%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.08,"POLYGON((-98.9177 29.7814,-98.9201 30.1383,-98.5879 30.139,-98.414 29.9376,-98.6461 29.7453,-98.779 29.72,-98.9177 29.7814))",29.93,-98.6715,57096.00,48259,48,9.08007,1.17574,7.06628,11.66819,Noncore,7,662,81,43.5,11.7,12,106.5,13,9.2,165.00,15,26,9,0.06780,1.1,72.0
Kenedy,0.15,350,52.5,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,15-15%,NA,"MULTIPOLYGON(((-97.2943 26.6003,-97.3082 26.6003,-97.3254 26.6003,-97.3094 26.6298,-97.3921 26.9367,-97.3916 27.1258,-97.3661 27.2781,-97.3472 27.278,-97.3793 27.0402,-97.3705 26.9081,-97.2901 26.6003,-97.2919 26.6003,-97.2943 26.6003)),((-97.9855 26.7809,-97.9859 27.2091,-97.9512 27.2337,-97.8409 27.2441,-97.7966 27.2726,-97.6574 27.2737,-97.5341 27.2253,-97.4487 27.2631,-97.4511 27.1216,-97.5052 27.0856,-97.479 26.9991,-97.5614 26.998,-97.5629 26.8389,-97.471 26.7501,-97.4464 26.5999,-97.8617 26.598,-97.9574 26.6118,-97.9853 26.6158,-97.9855 26.7809)))",26.9412,-97.7741,57123.00,48261,48,8.54564,2.68986,4.79387,15.23451,Noncore,7,"1,459",0.22,44.8,17.6,15,,,8.4,,14,28,11,,2.2,20.9
Kent,0.17,753,128.01,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,16-18%,NA,"POLYGON((-101.0387 32.9702,-101.0388 33.3972,-100.5174 33.3979,-100.5192 32.9629,-100.6559 32.9635,-100.9902 32.965,-101.0387 32.9702))",33.1797,-100.7781,57209.00,48263,48,9.19532,2.81366,5.23093,16.15803,Noncore,7,903,1,45,9.4,13,,,7.1,,11,28,12,,1.3,75.6
Kerr,0.16,"52,598",8415.68,281,4.80%,0.0543,6.07%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.14,"POLYGON((-99.6009 29.9077,-99.6912 29.9086,-99.6899 30.0739,-99.7576 30.0741,-99.7541 30.2907,-99.3017 30.2867,-99.301 30.1343,-98.9201 30.1383,-98.9177 29.7814,-99.1763 29.895,-99.2789 29.9042,-99.6009 29.9077))",30.0494,-99.3054,57526.00,48265,48,16.00353,1.45517,13.40541,19.10622,Micropolitan,7,"1,103",49,48.7,22.5,14,111.9,36,8.5,148.00,18,29,14,0.06070,1.4,69.1
Kimble,0.16,"4,286",685.76,20,2.77%,0.0454,7.00%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-1.04,"POLYGON((-99.7541 30.2907,-100.1165 30.2903,-100.1162 30.7104,-99.4839 30.7108,-99.4845 30.4996,-99.304 30.4998,-99.3017 30.2867,-99.7541 30.2907))",30.4915,-99.7102,57616.00,48267,48,10.78866,2.63815,6.81121,17.09123,Noncore,7,"1,251",4,50.8,27.1,14,410.2,47,7.5,57.00,12,31,12,0.07000,0.5,73.0
King,0.19,265,50.35,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,19-20%,NA,"POLYGON((-100.5174 33.3979,-100.5187 33.8357,-100.0485 33.836,-99.9964 33.836,-99.991 33.3974,-100.5174 33.3979))",33.6116,-100.2558,57772.00,48269,48,10.29815,3.54306,5.51069,19.2375,Noncore,7,911,0.2,46.5,29.1,15,,,7.2,,12,29,11,,0.0,79.1
Kinney,0.15,"3,129",469.35,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,14-16%,-1.47,"POLYGON((-100.6675 29.0843,-100.7759 29.1733,-100.7659 29.1875,-100.7948 29.2416,-100.7461 29.2563,-100.7424 29.3297,-100.711 29.3399,-100.6991 29.4197,-100.6999 29.6239,-100.1121 29.6233,-100.1114 29.0863,-100.6675 29.0843))",29.3544,-100.4105,57977.00,48271,48,6.01118,1.73736,3.51632,10.27021,Noncore,7,"1,361",2,42.5,26.3,16,140.9,51,7.6,22.00,8,29,11,,1.1,37.1
Kleberg,0.18,"31,040",5587.2,233,4.78%,0.0548,6.19%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,-0.14,"MULTIPOLYGON(((-97.3712 27.2781,-97.3302 27.4352,-97.2472 27.5815,-97.2227 27.5765,-97.3472 27.278,-97.3661 27.2781,-97.3679 27.2781,-97.3692 27.2781,-97.3697 27.2781,-97.3712 27.2781)),((-98.0581 27.261,-98.0598 27.6359,-97.9421 27.6359,-97.8884 27.62,-97.8414 27.5584,-97.3248 27.561,-97.4123 27.3224,-97.5011 27.2915,-97.4737 27.4029,-97.5339 27.3398,-97.6374 27.301,-97.7352 27.4182,-97.6619 27.2875,-97.7966 27.2726,-97.8409 27.2441,-97.9512 27.2337,-97.9859 27.2091,-97.9861 27.2605,-98.0581 27.261)))",27.4227,-97.9022,58181.00,48273,48,10.08087,1.40492,7.70042,13.19785,Micropolitan,7,881,33,28.9,36.2,16,765.9,37,9.1,156.00,19,28,9,0.06190,3.5,20.3
Knox,0.17,"3,353",570.01,17,2.14%,0.0368,5.89%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.45,"POLYGON((-99.991 33.3974,-99.9964 33.836,-99.8352 33.8358,-99.8318 33.8172,-99.7567 33.8235,-99.7477 33.8028,-99.6993 33.8013,-99.6948 33.8272,-99.6334 33.8146,-99.5999 33.7876,-99.5549 33.7986,-99.4926 33.7672,-99.4745 33.7338,-99.4724 33.399,-99.991 33.3974))",33.6159,-99.7337,58475.00,48275,48,11.30562,3.0237,6.86066,18.62883,Noncore,7,851,4,39.8,26.6,15,285.0,24,7.8,62.00,10,29,12,0.05890,5.0,58.1
La Salle,0.18,"50,088",9015.84,45,3.62%,0.0497,6.65%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-20%,0.23,"POLYGON((-99.3942 28.2046,-99.3957 28.6408,-98.8008 28.6475,-98.8008 28.6473,-98.8033 28.0575,-99.0003 28.0505,-99.3889 28.0304,-99.3942 28.2046))",28.301,-99.0981,58522.00,48277,48,13.8798,1.35842,11.47229,16.79333,Micropolitan,7,"1,487",4,38.9,32.2,18,612.9,51,9.9,100.00,15,34,13,0.06650,12.9,74.4
Lamar,0.16,"13,045",2087.2,286,3.87%,0.0438,4.89%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-0.97,"POLYGON((-95.3086 33.3807,-95.373 33.3909,-95.4932 33.4556,-95.527 33.4459,-95.5622 33.4759,-95.643 33.4867,-95.6809 33.4721,-95.7584 33.4951,-95.8258 33.4594,-95.8577 33.4617,-95.855 33.8285,-95.8433 33.8383,-95.8045 33.8622,-95.7679 33.8468,-95.7615 33.8731,-95.7566 33.892,-95.6949 33.8868,-95.6686 33.907,-95.6273 33.9078,-95.5975 33.9423,-95.5577 33.9304,-95.5434 33.8805,-95.4598 33.888,-95.4382 33.8671,-95.3105 33.8772,-95.3086 33.3807))",33.6614,-95.5832,58609.00,48279,48,12.55914,2.24662,8.9152,17.69466,Noncore,7,907,58,37.1,28.8,18,425.8,58,7.5,89.00,11,32,11,0.04890,3.6,38.8
Lamb,0.15,"21,627",3244.05,109,4.91%,0.0604,7.17%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.42,"POLYGON((-102.0857 33.8247,-102.6154 33.8251,-102.6152 34.3129,-102.5256 34.313,-102.0904 34.3131,-102.0857 33.8247))",34.0888,-102.3518,58644.00,48281,48,10.09629,1.59881,7.44325,13.6956,Micropolitan,7,"1,016",12,44.1,29.4,15,427.4,37,9.0,133.00,13,30,10,0.07170,3.5,72.0
Lampasas,0.18,"6,664",1199.52,146,5.60%,0.0668,7.76%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.23,"POLYGON((-98.4397 31.0295,-98.4842 31.0661,-98.4553 31.1082,-98.4999 31.1181,-98.5247 31.0888,-98.5484 31.1252,-98.5066 31.1672,-98.569 31.1983,-98.5627 31.2306,-98.2668 31.4105,-98.2711 31.4164,-98.18 31.4637,-97.9071 31.0694,-97.9117 31.0349,-98.4397 31.0295))",31.2393,-98.2864,58742.00,48283,48,9.71388,2.34187,6.16951,15.29655,Noncore,7,713,34,33.2,20.3,16,235.9,66,8.2,138.00,19,28,8,0.07760,0.6,12.0
Lavaca,0.18,"20,337",3660.66,112,3.97%,0.0487,5.78%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.12,"POLYGON((-97.2401 29.3845,-97.2023 29.5075,-97.2041 29.5806,-97.1426 29.6281,-96.8742 29.6327,-96.8429 29.616,-96.8329 29.5769,-96.793 29.5772,-96.5606 29.3354,-96.6585 29.2639,-96.9386 29.0632,-96.9764 29.104,-97.2401 29.3845))",29.3566,-96.8972,58852.00,48285,48,7.91923,1.38232,5.66589,11.06851,Noncore,7,970,21,43.6,21.2,14,161.3,33,9.6,101.00,13,31,12,0.05780,6.0,73.5
Lee,0.19,"17,478",3320.82,110,4.43%,0.0545,6.46%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.43,"POLYGON((-97.0245 30.0514,-97.0818 30.2594,-97.1996 30.3378,-97.3352 30.4032,-97.1552 30.4573,-96.9638 30.5571,-96.9195 30.5393,-96.8712 30.4361,-96.8243 30.4159,-96.7708 30.3661,-96.7407 30.3188,-96.6949 30.3203,-96.6409 30.2968,-96.6851 30.2557,-96.7426 30.2272,-96.7418 30.1973,-96.7946 30.1605,-96.8459 30.116,-97.0192 30.032,-97.0245 30.0514))",30.2949,-96.8887,58912.00,48287,48,9.45887,1.67696,6.73383,13.28746,Noncore,7,629,30,42.8,26.9,15,159.8,36,9.7,139.00,13,32,12,0.06460,10.7,63.4
Leon,0.16,"15,719",2515.04,111,4.48%,0.0551,6.53%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.81,"POLYGON((-96.3192 31.3571,-96.3229 31.3741,-96.2366 31.4134,-95.7874 31.6184,-95.7676 31.5976,-95.7354 31.6537,-95.7105 31.6162,-95.729 31.5832,-95.7158 31.5541,-95.7524 31.5515,-95.7399 31.5039,-95.7468 31.4578,-95.7113 31.4541,-95.6917 31.3752,-95.6621 31.3571,-95.6587 31.3164,-95.7255 31.2706,-95.7252 31.2305,-95.7472 31.2095,-95.7285 31.1618,-95.7731 31.1393,-95.7644 31.0942,-95.9738 31.0922,-96.0478 31.0687,-96.1717 30.9942,-96.2411 30.9737,-96.2603 31.0151,-96.2432 31.0614,-96.2804 31.0945,-96.2974 31.1809,-96.3311 31.2523,-96.3192 31.3571))",31.3146,-95.9962,58933.00,48289,48,15.93441,2.32829,12.01888,21.12768,Noncore,7,"1,073",16,44.1,23.7,16,333.6,50,9.7,143.00,12,30,13,0.06530,6.9,76.1
Liberty,0.19,"91,628",17409.32,699,5.57%,0.0602,6.46%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.82,"POLYGON((-95.1659 30.345,-94.8426 30.4875,-94.8494 30.4936,-94.7327 30.4901,-94.5963 30.1121,-94.4451 30.1128,-94.4422 29.8895,-94.9801 29.8842,-94.9986 29.9202,-94.9791 29.956,-94.9997 29.9915,-95.0311 29.9931,-95.0967 30.1672,-95.1659 30.345))",30.1848,-94.8629,58961.00,48291,48,21.6353,1.34252,19.16408,24.42605,Large Fringe Metro,7,"1,158",104,32.3,29.9,17,403.0,53,10.3,243.00,16,29,11,0.06460,9.7,63.3
Limestone,0.17,"22,146",3764.82,207,6.35%,0.0735,8.35%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.54,"POLYGON((-96.8011 31.5223,-96.9322 31.7089,-96.7191 31.8149,-96.4967 31.7962,-96.2366 31.4134,-96.3229 31.3741,-96.3192 31.3571,-96.5969 31.2209,-96.8011 31.5223))",31.5165,-96.5516,59092.00,48293,48,11.22336,1.63151,8.47718,14.86008,Noncore,7,905,25,41.4,30.7,18,360.2,53,9.9,174.00,14,34,12,0.08350,16.9,58.3
Lipscomb,0.20,"3,059",611.8,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,20-21%,1.34,"POLYGON((-100.5402 36.0565,-100.5467 36.0565,-100.5461 36.4993,-100.0037 36.4996,-100.0004 36.4997,-100.0004 36.0557,-100.5402 36.0565))",36.3128,-100.2732,59148.00,48295,48,12.52036,3.30632,7.64297,20.51369,Noncore,7,932,3,40.8,25.3,14,,47,7.0,24.00,8,28,10,,0.8,62.0
Live Oak,0.18,"11,335",2040.3,68,4.20%,0.0541,6.86%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.12,"POLYGON((-98.3343 28.0578,-98.335 28.6127,-98.0983 28.7869,-98.0053 28.6902,-98.0898 28.663,-97.8088 28.1834,-97.8178 28.1768,-97.9041 28.1142,-97.8831 28.0569,-98.2355 28.058,-98.3343 28.0578))",28.4249,-98.1422,59542.00,48297,48,7.92172,1.67159,5.30485,11.82849,Noncore,7,"1,040",11,40.2,30.8,15,539.7,32,9.2,92.00,13,29,11,0.06860,4.2,53.8
Llano,0.16,"21,243",3398.88,117,5.57%,0.0681,8.04%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.25,"POLYGON((-98.9642 30.4985,-98.9646 30.9214,-98.4458 30.9214,-98.4575 30.8789,-98.4269 30.8673,-98.4215 30.8347,-98.3776 30.8357,-98.4318 30.785,-98.4287 30.7537,-98.3747 30.7464,-98.4145 30.7026,-98.4048 30.6757,-98.4379 30.6739,-98.4002 30.5984,-98.3988 30.5637,-98.3499 30.5584,-98.3499 30.4858,-98.4115 30.5021,-98.5917 30.4999,-98.9642 30.4985))",30.704,-98.6891,59578.00,48299,48,18.28485,2.33734,14.27465,23.42368,Noncore,7,934,25,57.4,21.9,14,101.0,49,8.8,85.00,13,28,13,0.08040,1.0,86.1
Loving,0.19,64,12.16,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,18-20%,NA,"POLYGON((-103.6107 31.6518,-103.6251 31.7044,-103.6691 31.7154,-103.6917 31.7478,-103.7534 31.7407,-103.7967 31.7701,-103.8132 31.846,-103.8403 31.889,-103.885 31.8677,-103.9519 31.9874,-103.9802 32.0001,-103.7229 32.0002,-103.3265 32.0004,-103.3275 31.6514,-103.6107 31.6518))",31.826,-103.5679,59827.00,48301,48,18.13733,5.83761,10.05886,32.70736,Noncore,7,669,0.06,36.5,14.8,19,,,6.6,,18,29,10,,3.7,76.1
Lubbock,0.19,"310,639",59021.41,"2,641",6.25%,0.065,6.74%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.81,"POLYGON((-102.0759 33.3896,-102.0857 33.8247,-101.5636 33.8305,-101.5569 33.3948,-102.0759 33.3896))",33.6145,-101.8206,59997.00,48303,48,13.73833,0.57675,12.65441,14.91546,Small Metro,7,896,365,32,27.1,16,724.7,36,8.2,144.00,19,32,8,0.06740,7.0,53.5
Lynn,0.17,"5,596",951.32,56,5.57%,0.0737,9.57%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.68,"POLYGON((-102.0762 32.9597,-102.0759 33.3896,-101.5569 33.3948,-101.5574 32.961,-101.6913 32.9618,-102.0762 32.9597))",33.179,-101.8167,60088.00,48305,48,10.97136,2.58555,7.0342,17.11356,Noncore,7,892,7,37.1,32.5,17,331.9,51,7.4,72.00,13,28,11,0.09570,1.9,49.3
Madison,0.20,"7,630",1526,77,3.71%,0.047,5.87%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.21,"POLYGON((-96.1683 30.823,-96.2133 30.9114,-96.2081 30.9476,-96.2411 30.9737,-96.1717 30.9942,-96.0478 31.0687,-95.9738 31.0922,-95.7644 31.0942,-95.7234 31.0798,-95.6635 31.0839,-95.6347 31.0373,-95.6812 30.987,-95.6387 30.9267,-95.6179 30.9304,-95.6301 30.8998,-95.758 30.9002,-95.7846 30.8794,-95.8631 30.8641,-96.1683 30.823))",30.9585,-95.9474,60392.00,48307,48,9.55694,2.1672,6.2236,14.67554,Noncore,7,466,30,44.5,25.4,16,263.8,47,7.8,136.00,17,29,11,0.05870,1.8,63.5
Marion,0.16,"260,579",41692.64,49,3.98%,0.0538,7.12%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-16%,-1.19,"POLYGON((-94.7021 32.7931,-94.7059 32.8792,-94.654 32.8795,-94.0431 32.8811,-94.0431 32.693,-94.0907 32.6892,-94.1017 32.7385,-94.1434 32.7415,-94.1764 32.6947,-94.2226 32.7034,-94.2428 32.7508,-94.2758 32.7505,-94.2979 32.7235,-94.3838 32.6932,-94.5073 32.6937,-94.7021 32.7931))",32.7826,-94.3622,60434.00,48309,48,10.83616,0.55685,9.79974,11.98256,Small Metro,7,381,25,34,30.2,16,738.0,36,10.4,221.00,19,31,10,0.07120,14.1,56.0
Martin,0.19,600,114,63,5.34%,0.0695,8.90%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.78,"POLYGON((-102.2112 32.0868,-102.211 32.5232,-102.2027 32.5233,-101.6887 32.5252,-101.695 32.0875,-101.7761 32.0869,-102.2112 32.0868))",32.299,-101.9515,60604.00,48311,48,8.74563,2.73556,4.92116,15.54047,Noncore,7,915,6,43,15,13,,,8.5,,18,32,11,0.08900,2.6,53.5
Mason,0.16,"13,455",2152.8,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,16-17%,-0.87,"POLYGON((-99.4848 30.9406,-99.0923 30.941,-99.0924 30.922,-98.9646 30.9214,-98.9642 30.4985,-99.304 30.4998,-99.4845 30.4996,-99.4839 30.7108,-99.4848 30.9406))",30.7183,-99.2239,61028.00,48313,48,11.25868,2.007,8.00091,15.84407,Noncore,7,929,4,34.4,17.1,17,383.9,47,9.8,113.00,21,29,10,,19.7,54.9
